NEO4J QUERY RESULTS
===================


--- Query 1: Find the top 3 most cited papers of each conference/workshop Results ---

Event | PaperTitle | Citations
E. Van der Eycken | 0
Cecilia Angulo | 0
Yi Lu | 0
Patrick F Sullivan | 0
A. Dale | 0
E. Molden | 0
Nathan White | 0
Alexander Schubert | 0
H. Heimer | 0
I. Sønderby | 0
Michael C. O’Donovan | 0
James T. R. Walters | 0
O. Andreassen | 0
N. Mahroum | 0
Isa Seida | 0
Sevval Nil Esirgün | 0
N. Bragazzi | 0
Y. Zhong | 0
Liang Chen | 0
Changlin Dan | 0
Amin Rezaeipanah | 0
P. Hall | 0
M. S. Ali | 0
M. Uttinger | 0
Stefan Romeis | 0
Jochen Schmidt | 0
W. Peukert | 0
Xuelian Hu | 0
Yichuan Cao | 0
Yanyan Tian | 0
T. Ried | 0
K. Heselmeyer-Haddad | 0
Qingbo Zhang | 0
Wannasiri Thurachon | 0
W. Kreesuradej | 0
Zhimin Zhou | 0
Yaling Zhu | 0
Zhen Zhang | 0
Tao Jiang | 0
Ziqi Ling | 0
Bin Yang | 0
Wanbo Li | 0
Geniver El Tekle | 0
Zhihao Chen | 0
Yekai Yu | 0
Zhao Zhang | 0
Cheqing Jin | 0
Ying Yan | 0
Junbo Zhang | 0
Guohua Geng | 0
Tao Wang | 0
Pengbo Zhou | 0
Kang Li | 0
Yang Xu | 0
Vinumon Jacob | 0
M. Prakash | 0
Meng Cai | 0
Pan Liu | 0
Chengwei Xu | 0
Muhammad Aleem | 0
Muhammad Taimoor Khan | 0
Haris Anwar | 0
Muhammad Shaoor Siddique | 0
Tobias Pfandzelter | 0
Thomas Bodner | 0
Daniel Ritter | 0
Martin Boissier | 0
Hai-Hong Phan | 0
Nhat Nguyen Vinh | 0
N. N. Huu | 0
Chia Zhi Xuan | 0
Renzhi Wu | 0
Jingfan Meng | 0
Jie Xu | 0
Huayi Wang | 0
Kexin Rong | 0
Ankesh Kumar | 0
Devang Bhatnagar | 0
Sumit Singh | 0
Parul Madan | 0
A. Rao | 0
Konstantin Kobs | 0
M. Steininger | 0
A. Hotho | 0
Md. Shahriare Satu | 0
Farhana Akhter | 0
Subhankar Joardar | 0
Om Praksah Jena | 0
S. Jang | 0
Y. Ko | 0
Yanfeng Zhang | 0
Weixing Zhou | 0
Yang Ren | 0
Guoliang Li | 0
Ge Yu | 0
Suxiang Zhang | 0
Dong Zhang | 0
Yaping Zhang | 0
Jinping Cao | 0
Hui-Lian Xu | 0
Daniela Oliveira | 0
Diana Ferreira | 0
Nuno Abreu | 0
P. Leuschner | 0
António Abelha | 0
José Machado | 0
Dr. M.Sreedevi | 0
Dr. A.Brahmareddy | 0
S.Devi | 0
Dr.S.Balamurugan | 0
Ruqayyah Haider Ghani | 0
A. Al-Hilali | 0
Amjad Hashem | 0
Veronika Salgová | 0
G. Subramanian | 0
H. Nagabushanam | 0
Zhiwei Bao | 0
Liao-Liao Liu | 0
Zhiyu Wu | 0
Yifan Zhou | 0
Dan Fan | 0
Michal Aibin | 0
Yvonne Coady | 0
Andrew Brownsword | 0
Fabian Mang | 0
S. Hofmann | 0
R. Nancy Deborah | 0
S. Alwyn Rajiv | 0
A. Vinora | 0
J. Priyadharshini | 0
P. Priyanga | 0
K. Vidhya Lakshmi | 0
Wagno Leão Sergio | 0
Douglas Dyllon Macedo | 0
Zhenwu Chen | 0
Yongfeng Zhen | 0
Fenghua Zhu | 0
Lei Peng | 0
Juechu Dong | 0
Jonah Rosenblum | 0
Satish Narayanasamy | 0
Zemin Chao | 0
Hong Gao | 0
Yinan An | 0
Yuexuan Xu | 0
Yutong Gou | 0
Cheng Long | 0
Christian S. Jensen | 0
Eleftherios Kalogeros | 0
M. Gergatsoulis | 0
M. Damigos | 0
C. Nomikos | 0
Zhi Yao | 0
Zhiqing Tang | 0
Jiong Lou | 0
Ping Shen | 0
Weijia Jia | 0
O. V. Panchenko | 0
Md. Onais Ahmad | 0
M. Ahad | 0
M. A. Alam | 0
Farheen Siddiqui | 0
Gabriella Casalino | 0
Yuanchao Xu | 0
Xipeng Shen | 0
Mohammed A. Saeed | 0
Mogeeb A. Saeed | 0
M. Demirezen | 0
T. S. Navruz | 0
A. Benczúr | 0
Levente Kocsis | 0
Róbert Pálovics | 0
Hankai Sun | 0
Chaoyue Wu | 0
Panhao Qin | 0
Yan Huang | 0
Jing Peng | 0
Yinbin Yang | 0
Raad Bin Tareaf | 0
Mohammed AbuJarour | 0
Tom Engelman | 0
Philipp Liermann | 0
Jesse Klotz | 0
S. Cheung | 0
Jie Zhang | 0
Hongjing Huang | 0
Xuzheng Xu | 0
Xiang Li | 0
Jieru Zhao | 0
Ming Liu | 0
Z. Wang | 0
D. Mangindaan | 0
Wenlong Yi | 0
Xiaomin Zhao | 0
Hua Yin | 0
Igor Gerasimov | 0
Semi Yulianto | 0
Gerard Nathaniel Cac Ngo | 0
Athanasios Koukosias | 0
Christos Anagnostopoulos | 0
Tan-Jan Ho | 0
Shao-Wei Tsai | 0
Sheng-Ming Lin | 0
Wei Li | 0
Li Zhang | 0
Jun-dong Duan | 0
Lu Cao | 0
Tao Guo | 0
Avdesh Singh Pundir | 0
Xi Pang | 0
Shan Wang | 0
Ming Yang | 0
Shan Jiang | 0
Fei Chen | 0
Yue Zhang | 0
Xinwen Fu | 0
Esra'a Alhenawi | 0
Ruba Abu Khurma | 0
A. Sharieh | 0
Omar Al-Adwan | 0
A. Shorman | 0
Fatima Shannaq | 0
Yuhan Liu | 0
Han-Chiang Li | 0
Kuntai Du | 0
Jiayi Yao | 0
Yihua Cheng | 0
Qizheng Zhang | 0
Yuyang Huang | 0
Shan Lu | 0
Michael Maire | 0
Henry Hoffmann | 0
Ari Holtzman | 0
Ganesh Ananthanarayanan | 0
Junchen Jiang | 0
Asma Z. Yamani | 0
Shikah J. Alsunaidi | 0
Imane Boudellioua | 0
Cheng Yang | 0
Bingfa Wang | 0
Christoph F. Strnadl | 0
Luca A. Lanzendörfer | 0
Florian Grötschla | 0
Uzeyir Valizada | 0
R. Wattenhofer | 0
K. Karthik | 0
M. Kaviya | 0
K. Keerthana | 0
M. Bhavadharani | 0
Xiangyu Zhao | 0
Maolin Wang | 0
Xinjian Zhao | 0
Jiansheng Li | 0
Shucheng Zhou | 0
Dawei Yin | 0
Qing Li | 0
Jiliang Tang | 0
Ruocheng Guo | 0
F. Ficarelli | 0
Emanuele Parisi | 0
D. Gregori | 0
F. Magugliani | 0
M. Cicala | 0
Cosimo Gianfreda | 0
Daniel Cesarini | 0
A. Acquaviva | 0
Jean Kim | 0
A. Dockery | 0
Laura Whelan | 0
P. Humphries | 0
G. Farrar | 0
R. Buffa | 0
Jiří Běťák | 0
Sofiane Kettou | 0
M. Hermannová | 0
L. Pospíšilová | 0
V. Velebný | 0
K. Changal | 0
S. Mack | 0
Spiro Verija | 0
David Paternite | 0
R. Bashir | 0
M. Patel | 0
Muhammad Ali | 0
Salik Nazir | 0
Tanveer Mir | 0
M. Sheikh | 0
P. Ramanathan | 0
M. Ortúzar | 0
M. Esterhuizen | 0
D. R. Olicón-Hernández | 0
J. González-López | 0
E. Aranda | 0
Xueqing Liu | 0
Ying Wang | 0
Xiaoyan Tang | 0
Wenjie Wang | 0
Afrasyab Khan | 0
Xiaoke Pang | 0
Yongkang Wang | 0
Chenggang Wang | 0
Lingyun Yuan | 0
J. Hou | 0
Guohu Chen | 0
Yujie Dai | 0
Zhifen Liu | 0
Xingguo Du | 0
Honglan Wei | 0
Yang Wu | 0
Hua Li | 0
Ming Tian | 0
Chengxu Li | 0
Xiaohong Song | 0
Weicong Wu | 0
Yuan Cai | 0
Yikai Yu | 0
Shaoxian Hu | 0
Junwu Dong | 0
Ryeong-Eun Kim | 0
Darine Froy N. Mabunga | 0
Hee-Jin Kim | 0
Seol-Heui Han | 0
H. Kim | 0
C. Shin | 0
K. Kwon | 0
Dengmei Gong | 0
A. Adomako-Bonsu | 0
Maijian Wang | 0
Jida Li | 0
Jingyu Li | 0
Dongtian Zang | 0
Zhiyu Wang | 0
Yangyang Wu | 0
Shatong Chi | 0
Fanting Sun | 0
Yufei Niu | 0
Xuewen Hua | 0
Jun Yan | 0
Wenyang Ge | 0
Willian B Regis | 0
A. Tedesco | 0
S. Freitas | 0
Cyril Grouin | 0
Natalia Grabar | 0
Vishakha Mahajan | 0
C. Farquhar | 0
A. Ponnampalam | 0
Arezoo Esmaeili | 0
Prankur Awasthi | 0
Samira Tabaee | 0
Z. Talebizadeh | 0
Ayten Shah | 0
A. L. Vicente | 0
Alexei Novoloaca | 0
Vincent Cahais | 0
Zainab Awada | 0
C. Cuenin | 0
N. Spitz | 0
A. Carvalho | 0
A. Evangelista | 0
C. Crovador | 0
Z. Herceg | 0
V. de Lima Vazquez | 0
A. Ghantous | 0
Yanhong Sun | 0
Wenjian Nie | 0
Dandan Tian | 0
Qing Ye | 0
Cai Zhang | 0
Yan Liang | 0
Xiao-ping Luo | 0
Z. B. R. Quek | 0
Sock Hoon Ng | 0
Usman Ahmed | 0
N. Velmurugan | 0
R. Rajeswari | 0
S. Naganjaneyulu | 0
A. Anupama | 0
Francesco Branda | 0
Massimo Ciccozzi | 0
Franciele Martini | 0
A. Pesarico | 0
C. A. Brüning | 0
G. Zeni | 0
C. W. Nogueira | 0
G. Zhou | 0
Wen Li | 0
Yang Liu | 0
Ming Zhang | 0
Guoqing Meng | 0
Min Li | 0
Yilei Wang | 0
F. Cacciola | 0
E. Bláhová | 0
L. Mondello | 0
A. Bower | 0
Apolline Imbard | 0
J. Benoist | 0
S. Pichard | 0
O. Rigal | 0
O. Baud | 0
M. Schiff | 0
B. Zeng | 0
Kui Kang | 0
Hui-Juan Wang | 0
Biying Pan | 0
Cai-Di Xu | 0
B. Tang | 0
Dao-Wei Zhang | 0
A. Ajayi | 0
A. Odeyemi | 0
O. J. Akinjogunla | 0
Akinwole Babafenwa Adeyeye | 0
Ibiwumi Ayo-ajayi | 0
Lynda Addou-Klouche | 0
J. Adélaı̈de | 0
S. Cornen | 0
I. Bekhouche | 0
P. Finetti | 0
A. Guille | 0
F. Sircoulomb | 0
S. Raynaud | 0
F. Bertucci | 0
D. Birnbaum | 0
M. Chaffanet | 0
D. Panda | 0
N. Das | 0
D. Thakral | 0
Ritu Gupta | 0
Thippeswamy Danakumara | 0
Neeraj Kumar | 0
Basavanagouda Siddanagouda Patil | 0
Tapan Kumar | 0
Chellapilla Bharadwaj | 0
P. K. Jain | 0
Manduparambil Subramanian Nimmy | 0
Nilesh Joshi | 0
S. Parida | 0
S. Bindra | 0
Chittaranjan Kole | 0
R. K. Varshney | 0
Edith A Alvarez-Aguiñaga | 0
M. P. Elizalde-González | 0
E. García-Díaz | 0
Qinping Zhao | 0
A. Hao | 0
D. McCullough | 0
T. Harrison | 0
K. Enright | 0
F. Amirabdollahian | 0
M. Mazidi | 0
K. Lane | 0
C. Stewart | 0
I. Davies | 0
Han Xiao | 0
Yue Wang | 0
Xiaojing Jia | 0
Lei Yang | 0
Xiaoning Wang | 0
Xuan-zuo Guo | 0
Zhaobin Zhang | 0
Lingyu Liu | 0
Xudong Zhu | 0
Yanbo Zeng | 0
Hailong Wang | 0
Yixia Lu | 0
Jian Zhang | 0
Zhengzhi Yin | 0
Zhidong Chen | 0
Yiwen Yang | 0
Lei-ming Li | 0
Zhili Chen | 0
Liusheng Huang | 0
Lu Li | 0
Wei Yang | 0
Haibo Miao | 0
Fei Wang | 0
Ke Li | 0
Ming Yang | 0
Li Jia | 0
Mengyue Tian | 0
Jinliang Du | 0
Yinghao Wu | 0
L. Yuan | 0
Lianmin Li | 0
Yuzhong Ma | 0
Wenchao Zhang | 0
Guanya Li | 0
Yang Hu | 0
Jia Wang | 0
Weibin Ji | 0
K. V. von Deneen | 0
Juan Yu | 0
Yu Han | 0
G. Cui | 0
P. Manza | 0
D. Tomasi | 0
N. Volkow | 0
Huaning Wang | 0
Yongzhan Nie | 0
Gang Ji | 0
Gene-Jack Wang | 0
Yi Zhang | 0
S. Cho | 0
Chengli Liao | 0
A. Bondue | 0
W. Budts | 0
A. Evangelista | 0
P. Gallego | 0
G. Jondeau | 0
B. Loeys | 0
M. L. Peña | 0
G. Teixidó-Tura | 0
I. M. van de Laar | 0
A. Verstraeten | 0
J. R. Roos Hesselink | 0
Marion J. Limo | 0
Anna Sola-Rabada | 0
Estefanía Boix | 0
Jin Yang | 0
Yang Xiang | 0
Li Li | 0
Bo Tu | 0
Rongqing Zhang | 0
Xinyu Lei | 0
Utpal Chandra Das | 0
W. Benjapolakul | 0
Manoj Gupta | 0
Chanyanan Somthawinpongsai | 0
Timporn Vitoonpong | 0
Pannee Suanpang | 0
Sujin Butdisuwan | 0
Aziz Nanthaamornphong | 0
Kathleen Rooney | 0
B. Sadikovic | 0
Zhiwei Song | 0
Jinshui Zheng | 0
Yan-cun Zhao | 0
Jiakang Yin | 0
Dehong Zheng | 0
Huifeng Hu | 0
Hongxia Liu | 0
Ming Sun | 0
L. Ruan | 0
Fengquan Liu | 0
Yinglei Song | 0
Jia Song | 0
Junfeng Qu | 0
K. Oura | 0
A. Morishita | 0
Sae Hamaya | 0
Koji Fujita | 0
Tsutomu Masaki | 0
Qingsong Jin | 0
Tiantian Zhao | 0
Liang-yan Lin | 0
Xiaoyan Yao | 0
Yaqin Teng | 0
Dongdong Zhang | 0
Yongjun Jin | 0
Meizi Yang | 0
A. Schäfer | 0
Lisa E. Gralinski | 0
B. K. Hampton | 0
Michael A Mooney | 0
Kara L. Jensen | 0
S. Agnihothram | 0
S. Jeng | 0
Steven Chamberlin | 0
T. A. Bell | 0
D. T. Scobey | 0
Colton L. Linnertz | 0
L. VanBlargan | 0
Larissa B. Thackray | 0
P. Hock | 0
Darla R. Miller | 0
Ginger D. Shaw | 0
Michael S. Diamond | 0
Fernando Pardo-Manuel de Villena | 0
Shannon K. McWeeney | 0
M. Heise | 0
Vineet D. Menachery | 0
M. Ferris | 0
R. Baric | 0
Abdul Aziz Ahlam | 0
V. Shaniba | 0
P. Jayasree | 0
P. R. Manish Kumar | 0
Sophia C. Kamran | 0
Tamara Jamaspishvili | 0
C. H. Marshall | 0
Kara N. Maxwell | 0
A. Parolia | 0
Nicholas A Zorko | 0
Yuan Wei | 0
Xiao Xiao | 0
X. Lao | 0
Limin Zheng | 0
D. Kuang | 0
E. Roider | 0
A. Lakatos | 0
Alicia M. McConnell | 0
Poguan Wang | 0
Alina Mueller | 0
Jennifer Tsoi | 0
Botond L Szabolcs | 0
Anna A. Ascsillán | 0
Yusuke Suita | 0
V. Igras | 0
Jennifer A. Lo | 0
Jennifer J. Hsiao | 0
Rebecca Lapides | 0
Dorottya M P Pál | 0
A. S. Lengyel | 0
Alexander A Navarini | 0
Arimichi Okazaki | 0
Othon Iliopoulos | 0
I. Németh | 0
T. Graeber | 0
Leonard I. Zon | 0
Roger W. Giese | 0
L. Kemény | 0
David E. Fisher | 0
Jian-hua Wang | 0
Xiaoyan Feng | 0
Muhammad Aleem Ashraf | 0
Yufeng Li | 0
Yu Kong | 0
Qiuliang Cai | 0
Shuli Xian | 0
Huixiang Yin | 0
N. Yu | 0
M. Angrist | 0
K. Domańska-Blicharz | 0
G. Woźniakowski | 0
B. Konopka | 0
K. Niemczuk | 0
M. Welz | 0
J. Rola | 0
W. Socha | 0
A. Orłowska | 0
M. Antas | 0
K. Śmietanka | 0
Beata Cuvelier-Mizak | 0
K. Haruki | 0
K. Kosumi | 0
Tsuyoshi Hamada | 0
Tyler S. Twombly | 0
J. Väyrynen | 0
S. Kim | 0
Y. Masugi | 0
Z. Qian | 0
K. Mima | 0
Y. Baba | 0
Annacarolina da Silva | 0
J. Borowsky | 0
K. Arima | 0
K. Fujiyoshi | 0
M. Lau | 0
Peilong Li | 0
Chunguang Guo | 0
Yang Chen | 0
M. Song | 0
J. Nowak | 0
Reiko Nishihara | 0
K. Yanaga | 0
Xuehong Zhang | 0
Kana Wu | 0
S. Bullman | 0
C. Huttenhower | 0
J. Meyerhardt | 0
M. Giannakis | 0
A. Chan | 0
C. Fuchs | 0
S. Ogino | 0
V. Ivanov | 0
A. Karelin | 0
O. Yatskin | 0
K. Hristova-Panusheva | 0
Charilaos Xenodochidis | 0
Milena Georgieva | 0
Natalia Krasteva | 0
Faisal Nabi | 0
O. Ahmad | 0
Yawar Ali Khan | 0
Anas Nabi | 0
Hashmi Md Amiruddin | 0
Faizan Abul Qais | 0
Aiman Masroor | 0
Malik Hisamuddin | 0
V. Uversky | 0
R. H. Khan | 0
E. F. Manrique-Hernández | 0
J. Moreno-Montoya | 0
Alexandra Hurtado-Ortiz | 0
Franklyn E. Prieto-Alvarado | 0
A. Idrovo | 0
Zhiying Mu | 0
Mingyue Xu | 0
Teja Manda | 0
Jinhui Chen | 0
Liming Yang | 0
Delight Hwarari | 0
Ran Zhang | 0
Peng Shi | 0
Min Zhou | 0
Huai-Zeng Liu | 0
Xiao-jing Xu | 0
Wen-Ting Liu | 0
Kun-Ming Chen | 0
Jia Hu | 0
Wenjing Bu | 0
Yongfang Ding | 0
Xin Li | 0
Bo Zhang | 0
Bo Shen | 0
Cong Wu | 0
Youqi Xu | 0
Xiaoyang Zhang | 0
Cheng Huang | 0
Wenqing Yan | 0
Yunxia Ni | 0
Hui Zhao | 0
Xintao Liu | 0
Min Jia | 0
Xinbei Zhao | 0
Yongdong Li | 0
H. Miao | 0
Hongyan Liu | 0
Haiyang Zhang | 0
Hyunchul Jang | 0
Yunhee Son | 0
Sumin Seo | 0
Sujeong Mun | 0
Hoseok Kim | 0
Icktae Kim | 0
Junho Kim | 0
Ajay K Mahenthiran | 0
Ashorne K. Mahenthiran | 0
J. Mahenthiran | 0
Hao Wang | 0
Chenhao Jia | 0
Sumaiya Jahan | 0
Mohammed Nazim Uddin | 0
Md Shamimul Islam | 0
Kanij Fatema Akter | 0
S. M. Rafi | 0
N. Kumar | 0
Damodaram Jeevan Kumar | 0
Idris Olcay | 0
E. Tanyildizi | 0
F. Özkaynak | 0
Lasini Liyanage | 0
N. Arachchilage | 0
Giovanni Russello | 0
Ruixin Shi | 0
Yang Liu | 0
Jianjun Chen | 0
X. Zou | 0
Yanbin Chen | 0
Minghua Fan | 0
Zhihao Cai | 0
Guanghui Zhang | 0
Zhiwen Li | 0
Y. Liang | 0
C. Nurzhanov | 0
L. Naizabayeva | 0
T. Mazakov | 0
Haowen Bian | 0
Lingwei Chao | 0
Wenhong Tian | 0
Ruini Xue | 0
Shuo Yang | 0
Jiadong Xie | 0
Yingfan Liu | 0
Jeffrey Xu Yu | 0
Xiyue Gao | 0
Qianru Wang | 0
Jiangtao Cui | 0
Aida Palacio Hoz | 0
Andrés Heredia Canales | 0
Ezequiel Cimadevilla Álvarez | 0
Marta Obregón Ruiz | 0
Alvaro Lopez Garcia | 0
Fei Xiao | 0
Gang Chen | 0
Bengchin Ooi | 0
Chin Ooi | 0
Atul Sharma | 0
K. Aggarwal | 0
Meena Malik | 0
Barry Dowdeswell | 0
R. Sinha | 0
E. Haemmerle | 0
R. S. Durge | 0
Vaishali M. Deshmukh | 0
Peng Xu | 0
Jingwei Su | 0
Zhongbao Zhang | 0
Yi-Bing Lin | 0
Whai-En Chen | 0
Ted C.-Y. Chang | 0
M. Smuts | 0
B. Scholtz | 0
J. Wesson | 0
Longxu Sun | 0
Xinfeng Huang | 0
Zheng Wu | 0
Jianliang Xu | 0
Yingyi Yang | 0
Yi-Ping You | 0
Bochuan Gu | 0
I. Holubová | 0
Stefanie Scherzinger | 0
Lucas Santos | 0
B. Cunha | 0
Iure Fé | 0
Francisco Airton Silva | 0
M. Ahajjam | 0
D. Licea | 0
M. Ghogho | 0
A. Kobbane | 0
K. Siakas | 0
Julio A. N. Viana | 0
Olaf Reinhold | 0
Jinwei Guo | 0
Peng Cai | 0
Ben Cao | 0
Sue Zhao | 0
Xue Li | 0
Bin Wang | 0
Haimin Sun | 0
Mengcan Sun | 0
Lu Zhao | 0
T. Roddenberry | 0
Santiago Segarra | 0
Anastasios Kyrillidis | 0
Chaimae Boulahia | 0
Hicham Behja | 0
Mohammed Reda Chbihi Louhdi | 0
Z. Boulahia | 0
R. Rajnoha | 0
Jakub Hadac | 0
Sandra Ivanovic | 0
Suncica Milivojsa | 0
T. Eric | 0
M. Vidaković | 0
Saravanan Selvam | 0
Uma Maheswari Balasubramanian | 0
Bihua Xie | 0
Zejun Chen | 0
Jun Luo | 0
Yanan Lei | 0
Jiaojiao Li | 0
Rongrong Wu | 0
Quanting Wang | 0
Xianan Liu | 0
Fadwa M. Alrowais | 0
Heba G. Mohamed | 0
F. Al-Wesabi | 0
M. A. Duhayyim | 0
A. Hilal | 0
Abdelwahed Motwakel | 0
Mihal Miu | 0
Xiaokun Zhang | 0
M. Dewan | 0
Junye Wang | 0
Changwu Zhang | 0
Hao Sun | 0
Shuman Li | 0
Yao Wang | 0
Haiyan Chen | 0
Hengzhu Liu | 0
Jianchang Chen | 0
Yiming Chen | 0
Zhengjun Liu | 0
A. Agapiou | 0
V. Lysandrou | 0
Jyotsna | 0
P. Nand | 0
Hong Zhu | 0
Hongbo Li | 0
Zongmin Cui | 0
Zhong-sheng Cao | 0
Meiyi Xie | 0
Dominik Romanów | 0
P. Grzesik | 0
Pawel Benecki | 0
Alexandre Niyomugaba | 0
Theodore Habimana | 0
Daniel Kostrzewa | 0
Krzysztof Tokarz | 0
X. Ding | 0
Jian Liu | 0
Xiaolu Chen | 0
Xianheng Zhang | 0
Li-wen Lee | 0
Y. Chiu | 0
Fan-peng Liu | 0
Tai‐Yu Lin | 0
Tzu‐Han Chang | 0
Tzu-Lun Huang | 0
Jason Huang | 0
Kaihui Liu | 0
Liangtian Wan | 0
Feiyu Wang | 0
Ruhul Amin | 0
S. H. Islam | 0
G. P. Biswas | 0
M. Obaidat | 0
Xiaolu Chu | 0
Kunhao Wang | 0
Zeqi Leng | 0
Wajeeha Khalil | 0
Yuuki Tsubouchi | 0
Asato Wakisaka | 0
K. Hamada | 0
Masayuki Matsuki | 0
Hiroshi Abe | 0
Ryosuke Matsumoto | 0
Zheming Jin | 0
H. Finkel | 0
Vaishali Chauhan | 0
Ruchika Gupta | 0
Yanjun Zhou | 0
Limin Wang | 0
F. Cao | 0
Shuangcheng Wang | 0
Minghui Sun | 0
Liyan Dong | 0
Sebastiano Marasco | 0
G. Marano | 0
G. Cimellaro | 0
Kairat Imanbayev | 0
B. Sinchev | 0
Saulet Sibanbayeva | 0
Axulu Mukhanova | 0
Assel Nurgulzhanov | 0
N. Zaurbekov | 0
N. Zaurbekova | 0
Natalya V. Korolyova | 0
Lyazzat Baibolova | 0
Stavros Anastasios Iakovou | 0
Vassilis Tampakas | 0
Yingzi Wang | 0
Muhammad Nazir Jan | 0
Sisi Chu | 0
Yue Zhu | 0
Anatole Lefort | 0
Yohan Pipereau | 0
Kwabena Amponsem | 0
P. Sutra | 0
Gaël Thomas | 0
Yutong Zhou | 0
Wei Shi | 0
Fei Song | 0
HeeJoung Hwang | 0
Ruiyuan Wu | 0
Wing-Kin Ma | 0
Xiao Fu | 0
Qiang Li | 0
F. Culasso | 0
Laura Broccardo | 0
Daniele Giordino | 0
Edoardo Crocco | 0
Liang Li | 0
Misbah Liaqat | 0
A. Naveed | 0
Rana Liaqat Ali | 0
Kwangman Ko | 0
S. U. Muthunagai | 0
·. R. Anitha | 0
R. Anitha | 0
Ph.D. from | 0
Xiaoguang Wang | 0
Sengming Yeoh | 0
Robert Lyerly | 0
Pierre Olivier | 0
B. Ravindran | 0
Yicheng Li | 0
Xinghua Sun | 0
Vijay Kumar | 0
Rakesh Kumar | 0
S. Verma | 0
S. Venkatesan | 0
V. K. Yadav | 0
Michael Zimmermann | 0
Uwe Breitenbücher | 0
Kálmán Képes | 0
F. Leymann | 0
Benjamin Weder | 0
Sheng Huang | 0
Yuyuan Chen | 0
Jiong Wu | 0
Y. Chi | 0
E. Oliveira | 0
A. D. Rocha | 0
Flávia Coimbra Delicato | 0
A. Razumowsky | 0
Yongjun Xiao | 0
Daria K. Voronkova | 0
Farshad Delavarpour | 0
A. Ahmadi | 0
G. Coro | 0
G. Panichi | 0
P. Scarponi | 0
P. Pagano | 0
A. F. Colladon | 0
V. A. Torgov | 0
Zhida Zheng | 0
Nicolás Leutwyler | 0
Chiara Franciosi | 0
Hervé Panetto | 0
Laurent Teste | 0
Diego Torres | 0
Ji Li | 0
Jianghong Wei | 0
Mao Ye | 0
Wenfen Liu | 0
Xuexian Hu | 0
Guoping Yan | 0
Jiachen Yang | 0
Jiabao Wen | 0
Yanhui Wang | 0
Bin Jiang | 0
Huihui Wang | 0
Gizem Akman | 0
Philip Ginzboorg | 0
Valtteri Niemi | 0
Fan Bu | 0
Zi-lin Wang | 0
Yu-shan Hou | 0
Zhuang Zhuang | 0
Can-yang Li | 0
Ya-qi Wang | 0
Yue Zhang | 0
Jun Lyu | 0
Qi-yuan Lyu | 0
Wanyue Li | 0
Yaru Shang | 0
Weisheng Zhuang | 0
Guoqiang Yan | 0
Zhuoming Chen | 0
Sankar Murugesan | 0
Avinash Cm | 0
A. Bhuvanesh | 0
Sumitha Manoj | 0
P. Darney | 0
Kani Siva Rajan S | 0
B. N. Pérez-Camacho | 0
J. González-Calleros | 0
Iván Olmos | 0
Wang Bo | 0
Qianyu Zhang | 0
Li Mo | 0
S. Fong | 0
R. Biuk-Aghai | 0
Yain-Whar Si | 0
Shivendra Dubey | 0
Ankur Mishra | 0
Dinesh Kumar Verma | 0
Pushpraj Singh Chauhan | 0
Rajit Nair | 0
Geetika Dikshit | 0
Nargish Gupta | 0
J. Shan | 0
Zhuo Huang | 0
Sibo Chen | 0
Yue Li | 0
Wenli Ji | 0
Hao Wang | 0
Shengli Pan | 0
Ziming Bai | 0
Muzhou Xiong | 0
Lin Gu | 0
Jing-min Yang | 0
Trong-Yen Lee | 0
Wen-Ta Lee | 0
Li Xu | 0
Wenting Wang | 0
Liheng Ma | 0
Jinpeng Wang | 0
Hekang Wang | 0
Taorui Lin | 0
Alexander Christ | 0
Marcus Penthin | 0
Stephan Kröner | 0
I. Chernov | 0
E. Ivashko | 0
A. Rumyantsev | 0
Vadim Ponomarev | 0
A. Shabaev | 0
Mohammad Ali | 0
Amin Hosseingholizadeh | 0
Ximeng Liu | 0
Keerthana G | 0
S. L | 0
Yi Zhou | 0
Zhou Wu | 0
S. Son | 0
Anna Formica | 0
M. Mazzei | 0
E. Pourabbas | 0
M. Rafanelli | 0
Honghao Zheng | 0
Anna Brauer | 0
Ville Mäkinen | 0
Laura Ruotsalainen | 0
Juha Oksanen | 0
Atik Kulakli | 0
Valmira H. Osmanaj | 0
S. Pal | 0
Michael Hitchens | 0
Vijay Varadharajan | 0
T. Rabehaja | 0
Hui Sun | 0
Qiang Wang | 0
Yingqi Yue | 0
Yuhong Zhao | 0
Song Fu | 0
Binxing Fang | 0
Yan Jia | 0
Xiaoyong Li | 0
Aiping Li | 0
Jing Zhang | 0
Jianhan Pan | 0
Zhicheng Cai | 0
Min Li | 0
LinShan Cui | 0
Y. Hung | 0
Bo Mi | 0
Y. Li | 0
Huang Darong | 0
Tiancheng Wei | 0
Qianqian Zou | 0
Jiapin Wang | 0
Xiangping Zhang | 0
Chenlei Tang | 0
Xiang Chen | 0
Tao Lu | 0
Chalasani Srinivas | 0
S. K. C. Rudraraju | 0
Vemuri Jayamanasa | 0
Nipun Chhabra | 0
Manju Bala | 0
Baocheng Wang | 0
Ze-tao Li | 0
Longzhu Li | 0
Wen Wu | 0
Zafira Nadia Maaz | 0
Shamsulhadi Bandi | 0
Ainul Fitri | 0
Nazirul Fariq | 0
Xinyue Wang | 0
Richard Y. Zhang | 0
C. Josz | 0
Ali Raza | 0
Marriam Liaqat | 0
